"Empresas:";"046-QUATAI"
"Almoxarifados:";"GRUPO CSC, INICIALIZAR KM PEÇAS, DESATIVADO, VIÇOTUR, TRES FRONTEIRAS, PARACATU VENDAS, PARACATU, TRES MARIAS, VAZANTE, JOAO PINHEIRO, VARZEA DA PALMA, LASSANCE, CORINTO, JACOBINA, PRIMUS TURISMO, ITABIRA, TEIXEIRAS, VIÇOSA SERVICE, JUATUBA, DESATIVADO, SANFER VIÇOSA, SANFER ITABIRITO, VIACAO VICOSA, ANSAL VITORINO, ANSAL BANDEIRANTES, VIAÇÃO NOROESTE, LAFAIETE, CONGONHAS, GRANBERY EMPREENDIMENTOS, RIO BRANCO, GODINHOS, UNAI, ALTO HORIZONTE, POUSO ALEGRE, ALMOXAIRFADO LAJU, PLANALTO VIÇOSA, CURVELO, ARIPUANÃ, UBA, INATIVO - ALTO HORIZONTE, QUATAI, ITAGUAI, ITAPETINGA, AGUA CLARA, ARACAJU, DESATIVADO, BARÃO DE COCAIS, TRANSPORTADORA CARAÇA, BOCAIUVA, MINEIROS, MACHADO, SAO FRANCISCO, CAMAPUÃ, DOURADOS, CRIXAS, JATAI, RIO VERDE, PRIMAVERA, MINACU, RESENDE, VICOSA SERVICOS ITAPETINGA, MOOV, ITABIRITO, ESKAVA MINA, PIRAI, PARAÍBA DO SUL, INATIVO - ITABIRA, INATIVO - JUATUBA, INATIVO - JUATUBA, INATIVO - JUATUBA, INATIVO - ANSAL FILIAL, INATIVO - ANSAL MATRIZ, INATIVO - RIO BRANCO, INATIVO - UBÁ, INATIVO - ITAPETINGA, INATIVO - ITAPETINGA, INATIVO - ITAPETINGA, INATIVO - UNAI, INATIVO - MACUCO, INATIVO - PARACATU, INATIVO - ITABIRITO, INATIVO - ITABIRITO, INATIVO - TRÊS FRONTEIRAS, INATIVO - PARACATU, INATIVO - ITABIRA"
"Grupos de Produtos:";"LUBRIFICANTE, GRAXA E ADITIVOS, PECAS E ACESSORIOS, BORRACHARIA, SINISTRO, BATIDAS E PINTURAS, SERVICOS EXTERNO VEICULAR"
"Subgrupos de Produtos:";"Todos"
"Produto:";"00000000000 a 99999999999"
"Período:";"28/05/2026 a 28/05/2026"
"Tipo de Relatório:";"Detalhado"
"Imprimir PMU:";"Não"
"Quebrar por Subgrupo::";"Não"
"Imprimir Produtos Inativos:";"Sim"
"Imprimir Apenas Produtos Movimentados:";"Nao"
"Imprime Apenas Produtos com Contabilização de Saída:";"Não"

Empresa: 046 - QUATAI
Almoxarifado: 446 - QUATAI
Grupo: 04 - LUBRIFICANTE, GRAXA E ADITIVOS
Produtos;Saldo Ant.;Total (R$);Qtd. Entrada;Valor (R$);Qtd. Saída;Valor (R$);Saldo;Total (R$);Locação;
"25216 - TAMBOR FREIO TRASEIRO MB1417";"6,000";"3.281,06";"0,000";"0,00";"2,000";"1.093,69";"4,000";"2.187,37";"FU-ND-O";
"25283 - TAMPA CATRACA FREIO TRASEIRO 303 MB1";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B5-6";
"25291 - TAMPA CATRACA FREIO DIANTEIRO 682 MB";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A4-2";
"25313 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"25399 - TAMPA RESERVATORIO OLEO FREIO MB916";"2,000";"4,92";"0,000";"0,00";"0,000";"0,00";"2,000";"4,92";"B3";
"32883 - LONA FREIO DIANTEIRO L224 VW15190";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"32891 - TAMBOR FREIO VW15190";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"33171 - TAMBOR FREIO TRASEIRO VW15190";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"39250 - MANETE FREIO WABCO CABO VERMELHO REC";"1,000";"160,00";"0,000";"0,00";"0,000";"0,00";"1,000";"160,00";"A6-4";
"40801 - VALVULA RELE MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A5-3";
"43648 - DIAFRAGMA CUICA FREIO 8''";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"44695 - ROLETE PATIM FREIO VW15190";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B4";
"45624 - BUCHA FREIO EIXO S MB916/VW9150/VOLA";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"46426 - REPARO VALVULA PEDAL FREIO MB1418";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"46540 - COPO CUICA FREIO 16X24 WABCO REC";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"46876 - ANEL PISTA RETENTOR TRASEIRO MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"47473 - INSERT TUBO 1/4""";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C6-5";
"47589 - BUCHA EIXO S MENOR MB1417";"2,000";"35,36";"0,000";"0,00";"0,000";"0,00";"2,000";"35,36";"B6-6";
"48780 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"48844 - INSERT TUBO 3/8""";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"49255 - INSERT TUBO 1/2""";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"49638 - REPARO VALVULA RELE COMPLETO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A6-4";
"61361 - VALVULA SECADOR AR APU MB/VW/VOLARE ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A5-5";
"61379 - VALVULA PROTETORA 4 CIRCUITO 6 VIAS ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"66214 - TRAVA ELASTICA EXTERNA ENCOSTO CATRA";"2,000";"0,96";"0,000";"0,00";"0,000";"0,00";"2,000";"0,96";"B6-6";
"66354 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"67148 - BUCHA ROLETE PATIM FREIO 23X40X20MM";"1,000";"8,26";"0,000";"0,00";"0,000";"0,00";"1,000";"8,26";"A3-3";
"67261 - DIAFRAGMA CUICA FREIO 14""";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"69949 - EIXO S DIANTEIRO LE 254MM MB1113";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"70131 - EIXO S DIANTEIRO LD 254MM MB1113";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"70408 - MOLA CONICA CUICA FREIO TRISTOP 16X2";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A5-4";
"70424 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"72796 - LONA FREIO DIANT/TRAS MB1318";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"73300 - VALVULA SECADORA AR APU VW15190 REC";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B3";
"73598 - REPARO VALVULA DESCARGA RAPIDA MB916";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A5-3";
"80110 - REPARO VALVULA 4 CIRCUITOS";"2,000";"64,10";"0,000";"0,00";"0,000";"0,00";"2,000";"64,10";"A7-3";
"80276 - BUCHA SAPATA FREIO AR 48X34X30";"3,000";"41,55";"0,000";"0,00";"1,000";"13,85";"2,000";"27,70";"A3-3";
"80306 - REPARO SECADOR AR VALVULA APU KNORR";"2,000";"88,32";"0,000";"0,00";"0,000";"0,00";"2,000";"88,32";"A2-2";
"80918 - SILENCIADOR VALVULA SECADOR AR APU V";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"83941 - EIXO S TRASEIRO LD VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"85057 - MOLA SUSTENTACAO PATIM FREIO VOLARE/";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A4";
"85065 - MOLA RETORNO PATIM FREIO VOLARE/V8L/";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"87165 - REPARO CUICA FREIO OF";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"87181 - REPARO VALVULA PEDAL MB1417";"3,000";"137,15";"0,000";"0,00";"1,000";"45,72";"2,000";"91,44";"A5-3";
"87696 - VALVULA PEDAL KNORR MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A5-3";
"90077 - FLUIDO FREIO DOT4 500ML";"19,000";"340,04";"0,000";"0,00";"0,000";"0,00";"19,000";"340,04";"D5-4";
"123218 - SAPATA PATIM FREIO 160MM MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"123226 - SAPATA PATIM FREIO TRASEIRO L227 MB1";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"123285 - REPARO SECADOR AR APU KNORR MB1417";"1,000";"52,82";"0,000";"0,00";"0,000";"0,00";"1,000";"52,82";"A6-4";
"129143 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"133337 - COPO CUICA FREIO 16X24 WABCO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"133361 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"134716 - LONA FREIO L552X MB1417";"42,000";"852,20";"0,000";"0,00";"0,000";"0,00";"42,000";"852,20";"A4-5";
"134741 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"135526 - ESPACADOR VALVULA FREIO MAO MANETE";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"136484 - REBITE ALUMINIO LONA FREIO 8X25MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"137391 - EIXO S TRASEIRO LD 348MM HL4 MB1417";"2,000";"736,56";"0,000";"0,00";"0,000";"0,00";"2,000";"736,56";"A2-5";
"137405 - EIXO S TRASEIRO LE 348MM MB1417";"2,000";"405,87";"0,000";"0,00";"0,000";"0,00";"2,000";"405,87";"A2-5";
"138002 - ANEL TRAVA PINO ROLETE PATIM FREIO 1";"2,000";"0,34";"0,000";"0,00";"0,000";"0,00";"2,000";"0,34";"A3-5";
"138037 - LONA FREIO TRASEIRO L227X MB1418";"36,000";"1.059,93";"0,000";"0,00";"0,000";"0,00";"36,000";"1.059,93";"A4-5";
"143472 - SAPATA PATIM FREIO MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"149098 - ROLETE PATIM FREIO BUCHA ANEL MB916";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A3-6";
"149101 - PINO ROLETE PATIM FREIO DIANTEIRO/TR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A3-6";
"149349 - CUICA FREIO MASTER 30X30 VW REC";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B1";
"153184 - DIAFRAGMA CUICA FREIO 6""";"11,000";"148,14";"0,000";"0,00";"0,000";"0,00";"11,000";"148,14";"A5-4";
"155721 - FLEXIVEL FREIO DIANTEIRO VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"155756 - MANGUEIRA FLEXIVEL CUICA FREIO AR MB";"3,000";"84,53";"0,000";"0,00";"0,000";"0,00";"3,000";"84,53";"B6-3";
"156591 - VALVULA 4 CIRCUITO REC";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A6-5";
"158569 - VALVULA PEDAL MB1721";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"158640 - CATRACA FREIO TRASEIRO 4096 MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"158721 - CATRACA FREIO MANUAL 1141 VW9150/VOL";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B4";
"159832 - CUICA FREIO 24X30 VW17230 REC";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"163538 - VALVULA MANETE  FREIO 2 SAIDAS WABCO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"164101 - INSERT TUBO 6MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"164976 - BUCHA CANHAO EIXO S";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"165905 - DIAFRAGMA CUICA FREIO TIPO24 7""";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"166855 - MANGUEIRA TUBO NYLON TRAMA 12MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"170712 - REBITE LATONADO SEMI TUBULAR 8X20MM";"2.000,000";"360,00";"0,000";"0,00";"0,000";"0,00";"2.000,000";"360,00";"A7-2";
"171701 - PORCA SEXTAVADO AUTO TRAVANTE 12MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"171751 - PINO ENGATE RAPIDO MACHO 1/2X16MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"173452 - OLHAL 12MM P/TUBO NYLON P/ PARAF 10M";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"173983 - ARRUELA EIXO ""S"" TRASEIRO VW15190";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B1";
"174009 - BUCHA EIXO S DIANTEIRO/TRASEIRO NYLO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"174858 - EIXO S DIANTEIRO LE VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C";
"180092 - INSERT TUBO 12MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C6-5";
"186236 - CUICA FREIO DIANTEIRO MB1417";"3,000";"485,00";"0,000";"0,00";"1,000";"161,67";"2,000";"323,33";"A5-5";
"186422 - REPARO VALVULA MANETIM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"187615 - EIXO S DIANTEIRO LD VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"189251 - ANEL ORING VEDACAO PINO PATIM FREIO ";"61,000";"18,52";"0,000";"0,00";"16,000";"4,86";"45,000";"13,66";"A3-5";
"194221 - ARRUELA LISA PINO ROLETE 24X17,2MM";"5,000";"1,65";"0,000";"0,00";"0,000";"0,00";"5,000";"1,65";"A3-5";
"195910 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"198935 - VALVULA RELE MODERNA MB916";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"198943 - REBITE SEMI";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"204765 - REPARO CUICA FREIO TRASEIRO 30X30";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B4";
"205541 - CATRACA FREIO TRASEIRO 5056 MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B4";
"207381 - REPARO CATRACA TRASEIRO 5056 MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A4";
"207454 - TRAVA PINO PATIM FREIO AR 12X1MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"212083 - CATRACA FREIO TRASEIRO 5056 MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A4-3";
"212091 - TAMPA CATRACA FREIO TRASEIRO 538 MB1";"4,000";"172,73";"0,000";"0,00";"1,000";"43,18";"3,000";"129,55";"";
"214477 - REPARO VALVULA PEDAL MB1418";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A6-3";
"217948 - LONA FREIO TRASEIRO L227XX MB1418";"12,000";"421,45";"0,000";"0,00";"8,000";"280,97";"4,000";"140,48";"A4-6";
"218936 - MANGUEIRA FLEXIVEL FREIO AR 605MM MB";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"220574 - REPARO VALVULA SECADOR AR EXAUSTAO M";"4,000";"72,28";"0,000";"0,00";"0,000";"0,00";"4,000";"72,28";"A7-3";
"223018 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"223026 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"226114 - MOLA PATIM FREIO MAIOR DIANTEIRO/TRA";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B1";
"226122 - MOLA PATIM FREIO MENOR DIANTEIRO/TRA";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"227919 - REPARO MANGUEIRA APU ANEIS TRAVA  06";"3,000";"11,93";"0,000";"0,00";"0,000";"0,00";"3,000";"11,93";"";
"235822 - REBITE BICROMATIZADO 10X10MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"D";
"241296 - DISCO CONTATO TRASEIRO CUICA VW15190";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B3";
"244848 - CATRACA FREIO LE 1140S VW15190/17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"245534 - LONA FREIO L552XX MB1417";"11,000";"257,86";"0,000";"0,00";"0,000";"0,00";"11,000";"257,86";"A4-6";
"245810 - LONA FREIO DIANTEIRO L224XX VW15190";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C1";
"246646 - RETENTOR SISTEMA FREIOS EIXO S 38MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A3";
"249556 - SAPATA PATIM FREIO TRASEIRO MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"253316 - REPARO CATRACA FREIO COMPLETO SRA2";"6,000";"736,18";"0,000";"0,00";"1,000";"122,70";"5,000";"613,48";"A4-2";
"253324 - TAMPA CATRACA FREIO TRASEIRO 517 MB1";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A4";
"256048 - CATRACA FREIO LD 1141S VW15190/17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"256269 - CATRACA FREIO LE 1140S VW15190";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"262307 - REPARO CATRACA MASTER";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"262536 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"264687 - VALVULA SECADORA AR APU MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B2";
"266353 - ARRUELA TRAVA CATRACA TRASEIRO FREIO";"5,000";"13,15";"0,000";"0,00";"0,000";"0,00";"5,000";"13,15";"B6-4";
"266361 - ARRUELA CALCO CATRACA EIXO S FREIO A";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B6-5";
"269255 - MANGUEIRA TUBO NYLON TRAMA 12X9MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"270059 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"270431 - CONEXAO VALVULA DESCARGA CUICA 16X22";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B6-3";
"273252 - CATRACA FREIO DIANTEIRO 4024 MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A4-2";
"273597 - MOLA CONICA CUICA MASTER VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B3";
"273651 - CUICA TRASEIRO LE 16X24 MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B2";
"274091 - TAMPA CUICA FREIO TRASEIRO VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"274197 - LONA FREIO TRASEIRO L133 MB1417";"4,000";"159,32";"0,000";"0,00";"0,000";"0,00";"4,000";"159,32";"A4-5";
"274305 - DIAFRAGMA CUICA FREIO 30""";"13,000";"116,06";"0,000";"0,00";"0,000";"0,00";"13,000";"116,06";"A5-4";
"274360 - REPARO CATRACA SEM FIM AJUSTADOR VW1";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B3";
"274464 - MANGUEIRA FREIO DIANTEIRO MOTOR MWM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B2";
"274631 - TAMBOR FREIO TRASEIRO LONA L640 VW17";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"274671 - REPARO VALVULA PEDAL FREIO MOTOR MB1";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B4";
"274682 - MOLA CUICA FREIO TRASEIRO MWM VW1723";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B3";
"274787 - LONA FREIO TRASEIRO L133X MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A4-5";
"274873 - CATRACA FREIO TRASEIRO LD 5065 MB172";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A6-5";
"274874 - CATRACA FREIO TRASEIRO LE 5064 MB141";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B5";
"274875 - REPARO CATRACA FREIO COMPLETO SRA2";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"274876 - TAMPA CATRACA FREIO TRASEIRO 527 MB1";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A6-7";
"274998 - SAPATA PATIM FREIO LONA L133 TRASEIR";"2,000";"872,00";"0,000";"0,00";"0,000";"0,00";"2,000";"872,00";"";
"275018 - TRAVA ROLETE PATIM FREIO VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B4";
"275042 - TAMBOR FREIO DIANTEIRO 10X26 MAN VW1";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"275387 - REPARO VALVULA SECADOR AR APU KNORR ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A5-3";
"275535 - REPARO TOMADA PRESSAO APU MB916";"2,000";"39,32";"0,000";"0,00";"0,000";"0,00";"2,000";"39,32";"A7-3";
"275537 - LONA FREIO TRASEIRO L640XX VW15190";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"275543 - LONA FREIO TRASEIRO L551XX MB1417";"8,000";"187,70";"0,000";"0,00";"0,000";"0,00";"8,000";"187,70";"A4-6";
"275870 - CATRACA FREIO TRASEIRO LD 5065 MB141";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"275874 - LONA FREIO TRASEIRO L133XX MB1417";"1,000";"40,62";"0,000";"0,00";"0,000";"0,00";"1,000";"40,62";"A7-6";
"275901 - CATRACA FREIO TRASEIRO LE 5064 MB141";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"275912 - PINO MENOR CATRACA MMW VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"275959 - VALVULA FREIO ABS MAN VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"275983 - ARRUELA ESPACADORA EIXO S FINA MENOR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B5";
"276019 - TAMBOR FREIO DIANTEIRO/TRASEIRO MB91";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"276113 - EIXO S TRASEIRO LE 392,8X340,9MM VW1";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"276114 - EIXO S TRASEIRO LD VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"276693 - BUCHA ROLETE ANCORA FREIO VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B3";
"276747 - SUPORTE PATIM FREIO CARA CAVALO MB14";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"D";
"299294 - TAMPA CATRACA FREIO TRASEIRO 061 VOL";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"299731 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"299839 - BUCHA EIXO S MAIOR MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B6-6";
"300616 - REPARO TOMA PRESSAO SECADORA AR APU";"2,000";"53,46";"0,000";"0,00";"0,000";"0,00";"2,000";"53,46";"A7-3";
"300624 - INSERT APU K SAIDAS 21/22 MB1418";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A6-5";
"300641 - PISTAO LIMITADORA PRESSAO PARA APU G";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A6-6";
"300659 - REPARO VALVULA LIMITADORA PRESSAO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A7-3";
"300811 - CONEXAO CUICA FREIO MB916";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B6-3";
"300861 - ROLETE PATIM FREIO MOTOR MAN";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A2";
"301647 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"301892 - ANEL TRAVA FIXACAO CATRACA FREIO 32M";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B2";
"301906 - ARRUELA ENCOSTO CATRACA FREIO MB916";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C";
"302082 - REPARO VALVULA 4VIAS APU GLOBAL";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A5-3";
"302121 - LONA FREIO L410 MAN VW17230";"33,000";"1.234,81";"0,000";"0,00";"0,000";"0,00";"33,000";"1.234,81";"B1";
